"시도별(1)","설립주체별(1)","유치원현황별(1)","유치원현황별(2)",시점,데이터
"인천광역시","국립","유치원수 (개)","소계",2015,-
"인천광역시","국립","유치원수 (개)","소계",2016,-
"인천광역시","국립","유치원수 (개)","소계",2017,-
"인천광역시","국립","유치원수 (개)","소계",2018,0
"인천광역시","국립","유치원수 (개)","소계",2019,0
"인천광역시","국립","유치원수 (개)","소계",2020,-
"인천광역시","국립","유치원수 (개)","소계",2021,-
"인천광역시","국립","유치원수 (개)","소계",2022,-
"인천광역시","국립","학급수 (개)","소계",2013,-
"인천광역시","국립","학급수 (개)","소계",2014,-
"인천광역시","국립","학급수 (개)","소계",2015,-
"인천광역시","국립","학급수 (개)","소계",2016,-
"인천광역시","국립","학급수 (개)","소계",2017,-
"인천광역시","국립","학급수 (개)","소계",2018,0
"인천광역시","국립","학급수 (개)","소계",2019,0
"인천광역시","국립","학급수 (개)","소계",2020,-
"인천광역시","국립","학급수 (개)","소계",2021,-
"인천광역시","국립","학급수 (개)","소계",2022,-
"인천광역시","국립","원아수 (명)","소계",2013,-
"인천광역시","국립","원아수 (명)","소계",2014,-
"인천광역시","국립","원아수 (명)","소계",2015,-
"인천광역시","국립","원아수 (명)","소계",2016,-
"인천광역시","국립","원아수 (명)","소계",2017,-
"인천광역시","국립","원아수 (명)","소계",2018,0
"인천광역시","국립","원아수 (명)","소계",2019,0
"인천광역시","국립","원아수 (명)","소계",2020,-
"인천광역시","국립","원아수 (명)","소계",2021,-
"인천광역시","국립","원아수 (명)","소계",2022,-
"인천광역시","국립","원아수 (명)","여자",2013,-
"인천광역시","국립","원아수 (명)","여자",2014,-
"인천광역시","국립","원아수 (명)","여자",2015,-
"인천광역시","국립","원아수 (명)","여자",2016,-
"인천광역시","국립","원아수 (명)","여자",2017,-
"인천광역시","국립","원아수 (명)","여자",2018,0
"인천광역시","국립","원아수 (명)","여자",2019,0
"인천광역시","국립","원아수 (명)","여자",2020,-
"인천광역시","국립","원아수 (명)","여자",2021,-
"인천광역시","국립","원아수 (명)","여자",2022,-
"인천광역시","국립","교원수 (명)","소계",2013,-
"인천광역시","국립","교원수 (명)","소계",2014,-
"인천광역시","국립","교원수 (명)","소계",2015,-
"인천광역시","국립","교원수 (명)","소계",2016,-
"인천광역시","국립","교원수 (명)","소계",2017,-
"인천광역시","국립","교원수 (명)","소계",2018,0
"인천광역시","국립","교원수 (명)","소계",2019,0
"인천광역시","국립","교원수 (명)","소계",2020,-
"인천광역시","국립","교원수 (명)","소계",2021,-
"인천광역시","국립","교원수 (명)","소계",2022,-
"인천광역시","국립","교원수 (명)","여자",2013,-
"인천광역시","국립","교원수 (명)","여자",2014,-
"인천광역시","국립","교원수 (명)","여자",2015,-
"인천광역시","국립","교원수 (명)","여자",2016,-
"인천광역시","국립","교원수 (명)","여자",2017,-
"인천광역시","국립","교원수 (명)","여자",2018,0
"인천광역시","국립","교원수 (명)","여자",2019,0
"인천광역시","국립","교원수 (명)","여자",2020,-
"인천광역시","국립","교원수 (명)","여자",2021,-
"인천광역시","국립","교원수 (명)","여자",2022,-
"인천광역시","국립","직원수 (명)","소계",2013,-
"인천광역시","국립","직원수 (명)","소계",2014,-
"인천광역시","국립","직원수 (명)","소계",2015,-
"인천광역시","국립","직원수 (명)","소계",2016,-
"인천광역시","국립","직원수 (명)","소계",2017,-
"인천광역시","국립","직원수 (명)","소계",2018,0
"인천광역시","국립","직원수 (명)","소계",2019,0
"인천광역시","국립","직원수 (명)","소계",2020,-
"인천광역시","국립","직원수 (명)","소계",2021,-
"인천광역시","국립","직원수 (명)","소계",2022,-
"인천광역시","국립","직원수 (명)","여자",2013,-
"인천광역시","국립","직원수 (명)","여자",2014,-
"인천광역시","국립","직원수 (명)","여자",2015,-
"인천광역시","국립","직원수 (명)","여자",2016,-
"인천광역시","국립","직원수 (명)","여자",2017,-
"인천광역시","국립","직원수 (명)","여자",2018,0
"인천광역시","국립","직원수 (명)","여자",2019,0
"인천광역시","국립","직원수 (명)","여자",2020,-
"인천광역시","국립","직원수 (명)","여자",2021,-
"인천광역시","국립","직원수 (명)","여자",2022,-
"인천광역시","국립","신입원아수 (명)","소계",2013,-
"인천광역시","국립","신입원아수 (명)","소계",2014,-
"인천광역시","국립","신입원아수 (명)","소계",2015,-
"인천광역시","국립","신입원아수 (명)","소계",2016,-
"인천광역시","국립","신입원아수 (명)","소계",2017,-
"인천광역시","국립","신입원아수 (명)","소계",2018,0
"인천광역시","국립","신입원아수 (명)","소계",2019,0
"인천광역시","국립","신입원아수 (명)","소계",2020,-
"인천광역시","국립","신입원아수 (명)","소계",2021,-
"인천광역시","국립","신입원아수 (명)","소계",2022,-
"인천광역시","국립","신입원아수 (명)","여자",2013,-
"인천광역시","국립","신입원아수 (명)","여자",2014,-
"인천광역시","국립","신입원아수 (명)","여자",2015,-
"인천광역시","국립","신입원아수 (명)","여자",2016,-
"인천광역시","국립","신입원아수 (명)","여자",2017,-
"인천광역시","국립","신입원아수 (명)","여자",2018,0
"인천광역시","국립","신입원아수 (명)","여자",2019,0
"인천광역시","국립","신입원아수 (명)","여자",2020,-
"인천광역시","국립","신입원아수 (명)","여자",2021,-
"인천광역시","국립","신입원아수 (명)","여자",2022,-
"인천광역시","국립","재취원아수 (명)","소계",2013,-
"인천광역시","국립","재취원아수 (명)","소계",2014,-
"인천광역시","국립","재취원아수 (명)","소계",2015,-
"인천광역시","국립","재취원아수 (명)","소계",2016,-
"인천광역시","국립","재취원아수 (명)","소계",2017,-
"인천광역시","국립","재취원아수 (명)","소계",2018,0
"인천광역시","국립","재취원아수 (명)","소계",2019,0
"인천광역시","국립","재취원아수 (명)","여자",2013,-
"인천광역시","국립","재취원아수 (명)","여자",2014,-
"인천광역시","국립","재취원아수 (명)","여자",2015,-
"인천광역시","국립","재취원아수 (명)","여자",2016,-
"인천광역시","국립","재취원아수 (명)","여자",2017,-
"인천광역시","국립","재취원아수 (명)","여자",2018,0
"인천광역시","국립","재취원아수 (명)","여자",2019,0
"인천광역시","국립","졸업원아수 (명)","소계",2013,-
"인천광역시","국립","졸업원아수 (명)","소계",2014,-
"인천광역시","국립","졸업원아수 (명)","소계",2015,-
"인천광역시","국립","졸업원아수 (명)","소계",2016,-
"인천광역시","국립","졸업원아수 (명)","소계",2017,-
"인천광역시","국립","졸업원아수 (명)","소계",2018,0
"인천광역시","국립","졸업원아수 (명)","소계",2019,0
"인천광역시","국립","졸업원아수 (명)","소계",2020,-
"인천광역시","국립","졸업원아수 (명)","소계",2021,-
"인천광역시","국립","졸업원아수 (명)","소계",2022,-
"인천광역시","국립","졸업원아수 (명)","여자",2013,-
"인천광역시","국립","졸업원아수 (명)","여자",2014,-
"인천광역시","국립","졸업원아수 (명)","여자",2015,-
"인천광역시","국립","졸업원아수 (명)","여자",2016,-
"인천광역시","국립","졸업원아수 (명)","여자",2017,-
"인천광역시","국립","졸업원아수 (명)","여자",2018,0
"인천광역시","국립","졸업원아수 (명)","여자",2019,0
"인천광역시","국립","졸업원아수 (명)","여자",2020,-
"인천광역시","국립","졸업원아수 (명)","여자",2021,-
"인천광역시","국립","졸업원아수 (명)","여자",2022,-
"인천광역시","국립","교실수 (개)","소계",2013,-
"인천광역시","국립","교실수 (개)","소계",2014,-
"인천광역시","국립","교실수 (개)","소계",2015,-
"인천광역시","국립","교실수 (개)","소계",2016,-
"인천광역시","국립","교실수 (개)","소계",2017,-
"인천광역시","국립","교실수 (개)","소계",2018,0
"인천광역시","국립","교실수 (개)","소계",2019,0
"인천광역시","국립","교실수 (개)","소계",2020,-
"인천광역시","국립","교실수 (개)","소계",2021,-
"인천광역시","국립","교실수 (개)","소계",2022,-
"인천광역시","국립","교실수 (개)","정규교실",2013,-
"인천광역시","국립","교실수 (개)","정규교실",2014,-
"인천광역시","국립","교실수 (개)","가·대용교실",2013,-
"인천광역시","국립","교실수 (개)","가·대용교실",2014,-
"인천광역시","국립","교실수 (개)","일반교실",2015,-
"인천광역시","국립","교실수 (개)","일반교실",2016,-
"인천광역시","국립","교실수 (개)","일반교실",2017,-
"인천광역시","국립","교실수 (개)","일반교실",2018,0
"인천광역시","국립","교실수 (개)","일반교실",2019,0
"인천광역시","국립","교실수 (개)","일반교실",2020,-
"인천광역시","국립","교실수 (개)","일반교실",2021,-
"인천광역시","국립","교실수 (개)","일반교실",2022,-
"인천광역시","국립","교실수 (개)","교과교실",2015,-
"인천광역시","국립","교실수 (개)","교과교실",2016,-
"인천광역시","국립","교실수 (개)","교과교실",2017,-
"인천광역시","국립","교실수 (개)","교과교실",2018,0
"인천광역시","국립","교실수 (개)","교과교실",2019,0
"인천광역시","국립","교실수 (개)","교과교실",2020,-
"인천광역시","국립","교실수 (개)","교과교실",2021,-
"인천광역시","국립","교실수 (개)","교과교실",2022,-
"인천광역시","국립","교실수 (개)","특별교실",2015,-
"인천광역시","국립","교실수 (개)","특별교실",2016,-
"인천광역시","국립","교실수 (개)","특별교실",2017,-
"인천광역시","국립","교실수 (개)","특별교실",2018,0
"인천광역시","국립","교실수 (개)","특별교실",2019,0
"인천광역시","국립","교실수 (개)","특별교실",2020,-
"인천광역시","국립","교실수 (개)","특별교실",2021,-
"인천광역시","국립","교실수 (개)","특별교실",2022,-
"인천광역시","국립","교실수 (개)","수준별교실",2015,-
"인천광역시","국립","교실수 (개)","수준별교실",2016,-
"인천광역시","국립","교실수 (개)","수준별교실",2017,-
"인천광역시","국립","교실수 (개)","수준별교실",2018,0
"인천광역시","국립","교실수 (개)","수준별교실",2019,0
"인천광역시","국립","교실수 (개)","수준별교실",2020,-
"인천광역시","국립","교실수 (개)","수준별교실",2021,-
"인천광역시","국립","교실수 (개)","수준별교실",2022,-
"인천광역시","공립","유치원수 (개)","소계",2013,152
"인천광역시","공립","유치원수 (개)","소계",2014,154
"인천광역시","공립","유치원수 (개)","소계",2015,156
